source,relation,target,kind
HK.philosophy.history_of_philosophy.western_philosophy.analytic_philosophy.logical_positivism,HISTORICAL_SUCCESSOR,HK.philosophy.philosophy_of_science,explicit
HK.philosophy.history_of_philosophy.western_philosophy.analytic_philosophy.ordinary_language_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.analytic_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.aristotelianism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.cynicism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.cynicism,HISTORICAL_SUCCESSOR,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.stoicism,explicit
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.epicureanism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.epicureanism,HISTORICAL_SUCCESSOR,HK.philosophy.ethics.normative_ethics.consequentialism.utilitarianism,explicit
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.neoplatonism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.pyrrhonian_skepticism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.pyrrhonian_skepticism,HISTORICAL_SUCCESSOR,HK.philosophy.epistemology.skepticism,explicit
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy.stoicism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.hellenistic_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.platonic_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy.presocratic_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.ancient_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,RELATED_TO,HK.philosophy.social_philosophy.critical_theory,explicit
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.deconstruction,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.existentialism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.hermeneutics,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.hermeneutics,RELATED_TO,HK.literature,explicit
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.phenomenology,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.phenomenology,RELATED_TO,HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.existentialism,explicit
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.poststructuralism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.continental_philosophy.poststructuralism,OVERLAPS_WITH,HK.sociology.social_theory.poststructuralism,explicit
HK.philosophy.history_of_philosophy.western_philosophy.german_idealism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.medieval_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.medieval_philosophy.patristic_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.medieval_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.medieval_philosophy.scholasticism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.medieval_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy.empiricism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy.enlightenment_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy.rationalism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.modern_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.pragmatism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.process_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.renaissance_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.metaphysics,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.metaphysics.abstract_objects,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.free_will,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.mereology,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.mind_body_problem,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.mind_body_problem,INTERSECTS_WITH,HK.philosophy.philosophy_of_mind,explicit
HK.philosophy.metaphysics.modality,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.ontology,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.philosophy_of_causation,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.philosophy_of_identity,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.philosophy_of_space,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.metaphysics.philosophy_of_time,SUBFIELD_OF,HK.philosophy.metaphysics,parent
HK.philosophy.philosophical_logic,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophical_logic,OVERLAPS_WITH,HK.logic,explicit
HK.philosophy.philosophical_logic.modal_logic,SUBFIELD_OF,HK.philosophy.philosophical_logic,parent
HK.philosophy.philosophical_logic.philosophy_of_truth,SUBFIELD_OF,HK.philosophy.philosophical_logic,parent
HK.philosophy.philosophy_of_education,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_education,OVERLAPS_WITH,HK.education.philosophy_of_education,explicit
HK.philosophy.philosophy_of_education,OVERLAPS_WITH,HK.education,explicit
HK.philosophy.philosophy_of_history,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_history,OVERLAPS_WITH,HK.history,explicit
HK.philosophy.philosophy_of_history.analytic_philosophy_of_history,SUBFIELD_OF,HK.philosophy.philosophy_of_history,parent
HK.philosophy.philosophy_of_history.speculative_philosophy_of_history,SUBFIELD_OF,HK.philosophy.philosophy_of_history,parent
HK.philosophy.philosophy_of_language,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_language,OVERLAPS_WITH,HK.linguistics,explicit
HK.philosophy.philosophy_of_language.philosophy_of_meaning,SUBFIELD_OF,HK.philosophy.philosophy_of_language,parent
HK.philosophy.philosophy_of_language.philosophy_of_reference,SUBFIELD_OF,HK.philosophy.philosophy_of_language,parent
HK.philosophy.philosophy_of_language.pragmatics,SUBFIELD_OF,HK.philosophy.philosophy_of_language,parent
HK.philosophy.philosophy_of_language.pragmatics,OVERLAPS_WITH,HK.linguistics.pragmatics,explicit
HK.philosophy.philosophy_of_language.speech_act_theory,SUBFIELD_OF,HK.philosophy.philosophy_of_language,parent
HK.philosophy.philosophy_of_law,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_law,OVERLAPS_WITH,HK.law,explicit
HK.philosophy.philosophy_of_law.legal_positivism,SUBFIELD_OF,HK.philosophy.philosophy_of_law,parent
HK.philosophy.philosophy_of_law.legal_positivism,OVERLAPS_WITH,HK.law.legal_theory.legal_positivism,explicit
HK.philosophy.philosophy_of_law.natural_law_theory,SUBFIELD_OF,HK.philosophy.philosophy_of_law,parent
HK.philosophy.philosophy_of_mathematics,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_mathematics,OVERLAPS_WITH,HK.mathematics,explicit
HK.philosophy.philosophy_of_mathematics.foundations_of_mathematics,SUBFIELD_OF,HK.philosophy.philosophy_of_mathematics,parent
HK.philosophy.philosophy_of_mathematics.foundations_of_mathematics,OVERLAPS_WITH,HK.logic,explicit
HK.philosophy.philosophy_of_mathematics.mathematical_nominalism,SUBFIELD_OF,HK.philosophy.philosophy_of_mathematics,parent
HK.philosophy.philosophy_of_mathematics.mathematical_platonism,SUBFIELD_OF,HK.philosophy.philosophy_of_mathematics,parent
HK.philosophy.philosophy_of_mind,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_mind,OVERLAPS_WITH,HK.cognitive_science.philosophy_of_mind,explicit
HK.philosophy.philosophy_of_mind,OVERLAPS_WITH,HK.cognitive_science,explicit
HK.philosophy.philosophy_of_mind,INTERSECTS_WITH,HK.neuroscience,explicit
HK.philosophy.philosophy_of_mind.consciousness,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_mind.consciousness,OVERLAPS_WITH,HK.psychology.cognitive_psychology.consciousness,explicit
HK.philosophy.philosophy_of_mind.intentionality,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_mind.mental_causation,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_mind.personal_identity,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_mind.personal_identity,OVERLAPS_WITH,HK.philosophy.metaphysics.philosophy_of_identity,explicit
HK.philosophy.philosophy_of_mind.philosophy_of_cognitive_science,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_mind.philosophy_of_cognitive_science,INTERSECTS_WITH,HK.cognitive_science,explicit
HK.philosophy.philosophy_of_mind.philosophy_of_emotion,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_mind.qualia,SUBFIELD_OF,HK.philosophy.philosophy_of_mind,parent
HK.philosophy.philosophy_of_religion,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_religion,OVERLAPS_WITH,HK.religious_studies,explicit
HK.philosophy.philosophy_of_religion.natural_theology,SUBFIELD_OF,HK.philosophy.philosophy_of_religion,parent
HK.philosophy.philosophy_of_religion.philosophical_theology,SUBFIELD_OF,HK.philosophy.philosophy_of_religion,parent
HK.philosophy.philosophy_of_religion.problem_of_evil,SUBFIELD_OF,HK.philosophy.philosophy_of_religion,parent
HK.philosophy.philosophy_of_religion.religious_epistemology,SUBFIELD_OF,HK.philosophy.philosophy_of_religion,parent
HK.philosophy.philosophy_of_science,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_science.philosophy_of_biology,SUBFIELD_OF,HK.philosophy.philosophy_of_science,parent
HK.philosophy.philosophy_of_science.philosophy_of_biology,OVERLAPS_WITH,HK.biology,explicit
HK.philosophy.philosophy_of_science.philosophy_of_medicine,SUBFIELD_OF,HK.philosophy.philosophy_of_science,parent
HK.philosophy.philosophy_of_science.philosophy_of_physics,SUBFIELD_OF,HK.philosophy.philosophy_of_science,parent
HK.philosophy.philosophy_of_science.philosophy_of_physics,OVERLAPS_WITH,HK.physics,explicit
HK.philosophy.philosophy_of_science.philosophy_of_social_science,SUBFIELD_OF,HK.philosophy.philosophy_of_science,parent
HK.philosophy.philosophy_of_technology,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.philosophy_of_technology.philosophy_of_artificial_intelligence,SUBFIELD_OF,HK.philosophy.philosophy_of_technology,parent
HK.philosophy.political_philosophy,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.political_philosophy,OVERLAPS_WITH,HK.political_science,explicit
HK.philosophy.political_philosophy.anarchism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.anarchism,OVERLAPS_WITH,HK.political_science.political_theory.anarchism,explicit
HK.philosophy.political_philosophy.communitarianism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.communitarianism,OVERLAPS_WITH,HK.political_science.political_theory.communitarianism,explicit
HK.philosophy.political_philosophy.egalitarianism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.feminist_philosophy,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.liberalism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.liberalism,OVERLAPS_WITH,HK.political_science.political_theory.liberalism,explicit
HK.philosophy.political_philosophy.liberalism,OVERLAPS_WITH,HK.political_science.international_relations.liberalism_ir,explicit
HK.philosophy.political_philosophy.libertarianism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.marxism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.marxism,OVERLAPS_WITH,HK.political_science.political_theory.marxism,explicit
HK.philosophy.political_philosophy.republicanism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.republicanism,OVERLAPS_WITH,HK.political_science.political_theory.republicanism,explicit
HK.philosophy.political_philosophy.social_contract_theory,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.social_contract_theory,OVERLAPS_WITH,HK.political_science.political_theory.social_contract_theory,explicit
HK.philosophy.political_philosophy.socialism,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.socialism,OVERLAPS_WITH,HK.political_science.political_theory.socialism,explicit
HK.philosophy.political_philosophy.theories_of_justice,SUBFIELD_OF,HK.philosophy.political_philosophy,parent
HK.philosophy.political_philosophy.theories_of_justice.distributive_justice,SUBFIELD_OF,HK.philosophy.political_philosophy.theories_of_justice,parent
HK.philosophy.social_philosophy,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.social_philosophy,OVERLAPS_WITH,HK.sociology,explicit
HK.philosophy.social_philosophy.critical_theory,SUBFIELD_OF,HK.philosophy.social_philosophy,parent
HK.philosophy.social_philosophy.critical_theory,OVERLAPS_WITH,HK.sociology.social_theory.critical_theory,explicit
HK.philosophy.social_philosophy.critical_theory,OVERLAPS_WITH,HK.sociology,explicit
HK.philosophy.social_philosophy.philosophy_of_culture,SUBFIELD_OF,HK.philosophy.social_philosophy,parent
HK.philosophy.social_philosophy.philosophy_of_gender,SUBFIELD_OF,HK.philosophy.social_philosophy,parent
HK.philosophy.social_philosophy.philosophy_of_race,SUBFIELD_OF,HK.philosophy.social_philosophy,parent
HK.philosophy.social_philosophy.social_ontology,SUBFIELD_OF,HK.philosophy.social_philosophy,parent
HK.physics,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.physics,APPLICATION_OF,HK.mathematics,explicit
HK.physics.acoustics,SUBFIELD_OF,HK.physics,parent
HK.physics.acoustics.architectural_acoustics,SUBFIELD_OF,HK.physics.acoustics,parent
HK.physics.acoustics.physical_acoustics,SUBFIELD_OF,HK.physics.acoustics,parent
HK.physics.acoustics.psychoacoustics,SUBFIELD_OF,HK.physics.acoustics,parent
HK.physics.acoustics.ultrasonics,SUBFIELD_OF,HK.physics.acoustics,parent
HK.physics.acoustics.underwater_acoustics,SUBFIELD_OF,HK.physics.acoustics,parent
HK.physics.applied_physics,SUBFIELD_OF,HK.physics,parent
HK.physics.astrophysics,SUBFIELD_OF,HK.physics,parent
HK.physics.astrophysics,OVERLAPS_WITH,HK.physics.particle_physics,explicit
HK.physics.astrophysics.astroparticle_physics,SUBFIELD_OF,HK.physics.astrophysics,parent
HK.physics.astrophysics.compact_objects,SUBFIELD_OF,HK.physics.astrophysics,parent
HK.physics.astrophysics.compact_objects.black_holes,SUBFIELD_OF,HK.physics.astrophysics.compact_objects,parent
HK.physics.astrophysics.compact_objects.magnetars,SUBFIELD_OF,HK.physics.astrophysics.compact_objects,parent
HK.physics.astrophysics.compact_objects.pulsars,SUBFIELD_OF,HK.physics.astrophysics.compact_objects,parent
HK.physics.astrophysics.exoplanet_science,SUBFIELD_OF,HK.physics.astrophysics,parent
HK.physics.astrophysics.extragalactic_astrophysics,SUBFIELD_OF,HK.physics.astrophysics,parent
HK.physics.astrophysics.galactic_astrophysics,SUBFIELD_OF,HK.physics.astrophysics,parent
HK.physics.astrophysics.high_energy_astrophysics,SUBFIELD_OF,HK.physics.astrophysics,parent
HK.physics.astrophysics.high_energy_astrophysics.cosmic_rays,SUBFIELD_OF,HK.physics.astrophysics.high_energy_astrophysics,parent
HK.physics.astrophysics.high_energy_astrophysics.gamma_ray_astronomy,SUBFIELD_OF,HK.physics.astrophysics.high_energy_astrophysics,parent
HK.physics.astrophysics.high_energy_astrophysics.x_ray_astronomy,SUBFIELD_OF,HK.physics.astrophysics.high_energy_astrophysics,parent
HK.physics.astrophysics.stellar_astrophysics,SUBFIELD_OF,HK.physics.astrophysics,parent
